Round;Date;Team 1;Home;Guest;Team 2;Liga;Startjahr
25;Sat Mar 9 2019;RB Leipzig;0;0;FC Augsburg;1;2018
25;Sat Mar 9 2019;Bayern München;6;0;VfL Wolfsburg;1;2018
25;Sun Mar 10 2019;TSG 1899 Hoffenheim;2;1;1. FC Nürnberg;1;2018
25;Sun Mar 10 2019;Hannover 96;2;3;Bayer 04 Leverkusen;1;2018
25;Mon Mar 11 2019;Fortuna Düsseldorf;0;3;Eintracht Frankfurt;1;2018
26;Fri Mar 15 2019;Bor. Mönchengladbach;1;1;SC Freiburg;1;2018
26;Sat Mar 16 2019;VfB Stuttgart;1;1;TSG 1899 Hoffenheim;1;2018
26;Sat Mar 16 2019;Hertha BSC;2;3;Borussia Dortmund;1;2018
26;Sat Mar 16 2019;FC Schalke 04;0;1;RB Leipzig;1;2018
26;Sat Mar 16 2019;FC Augsburg;3;1;Hannover 96;1;2018
26;Sat Mar 16 2019;VfL Wolfsburg;5;2;Fortuna Düsseldorf;1;2018
26;Sun Mar 17 2019;Bayer 04 Leverkusen;1;3;Werder Bremen;1;2018
26;Sun Mar 17 2019;Eintracht Frankfurt;1;0;1. FC Nürnberg;1;2018
26;Sun Mar 17 2019;Bayern München;6;0;1. FSV Mainz 05;1;2018
27;Fri Mar 29 2019;TSG 1899 Hoffenheim;4;1;Bayer 04 Leverkusen;1;2018
27;Sat Mar 30 2019;SC Freiburg;1;1;Bayern München;1;2018
27;Sat Mar 30 2019;Fortuna Düsseldorf;3;1;Bor. Mönchengladbach;1;2018
27;Sat Mar 30 2019;RB Leipzig;5;0;Hertha BSC;1;2018
27;Sat Mar 30 2019;1. FC Nürnberg;3;0;FC Augsburg;1;2018
27;Sat Mar 30 2019;Werder Bremen;3;1;1. FSV Mainz 05;1;2018
27;Sat Mar 30 2019;Borussia Dortmund;2;0;VfL Wolfsburg;1;2018
27;Sun Mar 31 2019;Hannover 96;0;1;FC Schalke 04;1;2018
27;Sun Mar 31 2019;Eintracht Frankfurt;3;0;VfB Stuttgart;1;2018
28;Fri Apr 5 2019;1. FSV Mainz 05;5;0;SC Freiburg;1;2018
28;Sat Apr 6 2019;Bayern München;5;0;Borussia Dortmund;1;2018
28;Sat Apr 6 2019;Bayer 04 Leverkusen;2;4;RB Leipzig;1;2018
28;Sat Apr 6 2019;FC Schalke 04;1;2;Eintracht Frankfurt;1;2018
28;Sat Apr 6 2019;VfL Wolfsburg;3;1;Hannover 96;1;2018
28;Sat Apr 6 2019;Hertha BSC;1;2;Fortuna Düsseldorf;1;2018
28;Sat Apr 6 2019;VfB Stuttgart;1;1;1. FC Nürnberg;1;2018
28;Sun Apr 7 2019;FC Augsburg;0;4;TSG 1899 Hoffenheim;1;2018
28;Sun Apr 7 2019;Bor. Mönchengladbach;1;1;Werder Bremen;1;2018
29;Fri Apr 12 2019;1. FC Nürnberg;1;1;FC Schalke 04;1;2018
29;Sat Apr 13 2019;RB Leipzig;2;0;VfL Wolfsburg;1;2018
29;Sat Apr 13 2019;VfB Stuttgart;0;1;Bayer 04 Leverkusen;1;2018
29;Sat Apr 13 2019;Werder Bremen;2;1;SC Freiburg;1;2018
29;Sat Apr 13 2019;Hannover 96;0;1;Bor. Mönchengladbach;1;2018
29;Sat Apr 13 2019;Borussia Dortmund;2;1;1. FSV Mainz 05;1;2018
29;Sun Apr 14 2019;TSG 1899 Hoffenheim;2;0;Hertha BSC;1;2018
29;Sun Apr 14 2019;Fortuna Düsseldorf;1;4;Bayern München;1;2018
29;Sun Apr 14 2019;Eintracht Frankfurt;1;3;FC Augsburg;1;2018
30;Sat Apr 20 2019;Bayern München;1;0;Werder Bremen;1;2018
30;Sat Apr 20 2019;Bayer 04 Leverkusen;2;0;1. FC Nürnberg;1;2018
30;Sat Apr 20 2019;FC Augsburg;6;0;VfB Stuttgart;1;2018
30;Sat Apr 20 2019;1. FSV Mainz 05;3;1;Fortuna Düsseldorf;1;2018
30;Sat Apr 20 2019;Bor. Mönchengladbach;1;2;RB Leipzig;1;2018
30;Sat Apr 20 2019;FC Schalke 04;2;5;TSG 1899 Hoffenheim;1;2018
30;Sun Apr 21 2019;SC Freiburg;0;4;Borussia Dortmund;1;2018
30;Sun Apr 21 2019;Hertha BSC;0;0;Hannover 96;1;2018
30;Mon Apr 22 2019;VfL Wolfsburg;1;1;Eintracht Frankfurt;1;2018
31;Fri Apr 26 2019;FC Augsburg;1;4;Bayer 04 Leverkusen;1;2018
31;Sat Apr 27 2019;Borussia Dortmund;2;4;FC Schalke 04;1;2018
31;Sat Apr 27 2019;RB Leipzig;2;1;SC Freiburg;1;2018
31;Sat Apr 27 2019;Eintracht Frankfurt;0;0;Hertha BSC;1;2018
31;Sat Apr 27 2019;Hannover 96;1;0;1. FSV Mainz 05;1;2018
31;Sat Apr 27 2019;Fortuna Düsseldorf;4;1;Werder Bremen;1;2018
31;Sat Apr 27 2019;VfB Stuttgart;1;0;Bor. Mönchengladbach;1;2018
31;Sun Apr 28 2019;TSG 1899 Hoffenheim;1;4;VfL Wolfsburg;1;2018
31;Sun Apr 28 2019;1. FC Nürnberg;1;1;Bayern München;1;2018
32;Fri May 3 2019;1. FSV Mainz 05;3;3;RB Leipzig;1;2018
32;Sat May 4 2019;Bayern München;3;1;Hannover 96;1;2018
32;Sat May 4 2019;Bor. Mönchengladbach;2;2;TSG 1899 Hoffenheim;1;2018
32;Sat May 4 2019;Hertha BSC;3;1;VfB Stuttgart;1;2018
32;Sat May 4 2019;VfL Wolfsburg;2;0;1. FC Nürnberg;1;2018
32;Sat May 4 2019;Werder Bremen;2;2;Borussia Dortmund;1;2018
32;Sun May 5 2019;FC Schalke 04;0;0;FC Augsburg;1;2018
32;Sun May 5 2019;SC Freiburg;1;1;Fortuna Düsseldorf;1;2018
32;Sun May 5 2019;Bayer 04 Leverkusen;6;1;Eintracht Frankfurt;1;2018
33;Sat May 11 2019;RB Leipzig;0;0;Bayern München;1;2018
33;Sat May 11 2019;Bayer 04 Leverkusen;1;1;FC Schalke 04;1;2018
33;Sat May 11 2019;1. FC Nürnberg;0;4;Bor. Mönchengladbach;1;2018
33;Sat May 11 2019;FC Augsburg;3;4;Hertha BSC;1;2018
33;Sat May 11 2019;TSG 1899 Hoffenheim;0;1;Werder Bremen;1;2018
33;Sat May 11 2019;Hannover 96;3;0;SC Freiburg;1;2018
33;Sat May 11 2019;VfB Stuttgart;3;0;VfL Wolfsburg;1;2018
33;Sat May 11 2019;Borussia Dortmund;3;2;Fortuna Düsseldorf;1;2018
33;Sun May 12 2019;Eintracht Frankfurt;0;2;1. FSV Mainz 05;1;2018
34;Sat May 18 2019;1. FSV Mainz 05;4;2;TSG 1899 Hoffenheim;1;2018
34;Sat May 18 2019;Bor. Mönchengladbach;0;2;Borussia Dortmund;1;2018
34;Sat May 18 2019;Hertha BSC;1;5;Bayer 04 Leverkusen;1;2018
34;Sat May 18 2019;Werder Bremen;2;1;RB Leipzig;1;2018
34;Sat May 18 2019;FC Schalke 04;0;0;VfB Stuttgart;1;2018
34;Sat May 18 2019;Bayern München;5;1;Eintracht Frankfurt;1;2018
34;Sat May 18 2019;VfL Wolfsburg;8;1;FC Augsburg;1;2018
34;Sat May 18 2019;Fortuna Düsseldorf;2;1;Hannover 96;1;2018
34;Sat May 18 2019;SC Freiburg;5;1;1. FC Nürnberg;1;2018
